web-scraper-order,web-scraper-start-url,moutons,moutons-href,nom,prix,adresse,image_lien-src
"1740284557-101","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1428032","Mouton Ladoum","450 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2392956_uploaded_image1_1593874558.jpg"
"1740284559-102","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1428044","Mouton Ladoum","300 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2392956_uploaded_image1_1593874558.jpg"
"1740284561-103","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1428061","Mouton Ladoum","350 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2392956_uploaded_image1_1593874558.jpg"
"1740284564-104","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-1439414","Mouton","350 000 CFA","Sénégal","https://images.coinafrique.com/thumb_1439414_uploaded_image1_1578387477.53.png"
"1740284566-105","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-1465125","Mouton ladoum","550 000 CFA","Sénégal","https://images.coinafrique.com/thumb_4754458_uploaded_image1_1716290235.jpg"
"1740284569-106","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/femelle-mouton-1496305","Mouton femelle Ladoum","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3571469_uploaded_image1_1645100060.jpg"
"1740284571-107","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/ladoum-1508049","Ladoum","550 000 CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179072_uploaded_image1_1739195002.jpg"
"1740284573-108","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-1508083","Mouton Métisse Ladoum","250 000 CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3180227_uploaded_image1_1624061168.jpg"
"1740284576-109","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/azawate-pur-sang-1558957","Azawate pur sang","310 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1558957_uploaded_image1_1580297798.0.png"
"1740284578-110","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1560181","Ladoum pur sang","2 500 000 CFA","Kaffrine, Sénégal","https://images.coinafrique.com/thumb_1560181_uploaded_image1_1580308236.91.png"
"1740284580-111","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/bali-bali-1568440","Bali bali","300 000 CFA","Koumpentoum, Sénégal","https://images.coinafrique.com/thumb_1568450_uploaded_image1_1580419421.87.png"
"1740284583-112","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/bali-bali-1568450","Bali bali","300 000 CFA","Koumpentoum, Sénégal","https://images.coinafrique.com/thumb_1568450_uploaded_image1_1580419421.87.png"
"1740284585-113","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/ladoum-1569276","Ladoum","2 000 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179072_uploaded_image1_1739195002.jpg"
"1740284588-114","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/brebis-1584173","Brebis","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2050409_uploaded_image1_1588524139.jpg"
"1740284590-115","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1594060","Mouton ladoum","700 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1594060_uploaded_image1_1580838107.76.png"
"1740284592-116","https://sn.coinafrique.com/categorie/moutons?page=15","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-1595649","Moutons","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1595649_uploaded_image1_1580860268.71.png"
"1740284597-117","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599357","Femelle Ladoum","700 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1740284600-118","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599587","Femelle Ladoum","700 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1740284602-119","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599640","Femelle Ladoum","700 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1740284604-120","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-1618881","Mouton femelle Ladoum","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1740284607-121","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/lots-de-ladoum-1634438","Lots  de ladoum","1 600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1634438_uploaded_image1_1581445535.38.png"
"1740284609-122","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/agnel-ladoum-1644447","Ladoum","350 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3115620_uploaded_image1_1621024470.jpg"
"1740284612-123","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-1655632","Mouton mâle ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3139166_uploaded_image1_1622241816.jpg"
"1740284614-124","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/femelle-baine-melo-1660551","","Prix sur demande","Dakar, Sénégal",""
"1740284616-125","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/metisse-azawat-1689899","Métisse Azawat","180 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1689899_uploaded_image1_1582386569.78.png"
"1740284619-126","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1705512","Mouton femelle Ladoum","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1740284621-127","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1710929","Mouton","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740284623-128","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1712699","Ladoum pur sang","850 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1712699_uploaded_image1_1582797667.2.png"
"1740284626-129","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1788990","Mouton","280 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1740284628-130","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1802901","Mouton ladoum","120 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284630-131","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1814464","Mouton Ladoum Azawad","180 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_2311201_uploaded_image1_1592555444.jpg"
"1740284633-132","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1817604","Mouton Ladoum","350 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1740284635-133","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/ladoum-1823167","Ladoum","1 500 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1823167_uploaded_image1_1584704737.56.png"
"1740284638-134","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1823834","Mouton ladoum","400 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284640-135","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1830885","Mouton ladoum","95 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284642-136","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-1838123","Mouton ladoum","85 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284645-137","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1843864","Mouton ladoum","1 500 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284647-138","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1843866","Mouton ladoum","400 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284650-139","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/petit-mouton-1843870","Petit mouton","450 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1843870_uploaded_image1_1585120034.1.png"
"1740284652-140","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1847816","Mouton ladoum","95 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284654-141","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1860713","Moutons","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4286897_uploaded_image1_1688846757.jpg"
"1740284657-142","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-toulabire-1863893","Moutons Toulabire","150 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1863893_uploaded_image1_1585491707.63.png"
"1740284659-143","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/ladoum-jeune-femelle-1869297","Ladoum jeune femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1869297_uploaded_image1_1585585673.13.png"
"1740284661-144","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1904199","Mouton ladoum","170 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284664-145","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-1905916","Mouton","350 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1740284666-146","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1909205","Mouton ladoum","300 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284669-147","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1909212","Mouton ladoum","200 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284671-148","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1910059","Mouton ladoum","185 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284673-149","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1913304","Mouton Ladoum","250 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1740284676-150","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-jeune-male-1920256","Moutons ladoum","130 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2372466_uploaded_image1_1593543560.jpg"
"1740284678-151","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1920263","Mouton ladoum","110 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284681-152","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1943022","Mouton ladoum","175 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1740284683-153","https://sn.coinafrique.com/categorie/moutons?page=14","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-1943161","Mouton ladoum","270 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
