web-scraper-order,web-scraper-start-url,chiens,chiens-href,nom,prix,adresse,image_lien-src
"1740284575-311","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-loup-metisse-3459451","Chiot loup métissé","120 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3459451_uploaded_image1_1638229979.jpg"
"1740284578-312","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3460832","Chiot berger allemand","165 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1740284580-313","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pittbull-3474335","Chien Pittbull","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474335_uploaded_image1_1638955282.jpg"
"1740284582-314","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-husky-3474340","Chien Husky","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474340_uploaded_image1_1638955416.jpg"
"1740284585-315","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichons-maltais-3480182","Chiot bichons maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1740284587-316","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3480830","Chien","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919921_uploaded_image1_1725115686.jpg"
"1740284590-317","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-3482498","Chiots Carlin","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1740284592-318","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-3486056","Chiot Caniche","250 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4404913_uploaded_image1_1696555140.jpg"
"1740284594-319","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-male-3489190","Chiots labrador mâle","260 000 CFA","",""
"1740284597-320","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3489697","Chiots Bichons maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1740284599-321","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-3495193","Chiots Doberman","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495193_uploaded_image1_1640255635.jpg"
"1740284601-322","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3498824","Chiots Pékinois","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3498824_uploaded_image1_1640602505.jpg"
"1740284604-323","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3499830","Chiot bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1740284606-324","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3507395","Chien Pitbull","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3532010_uploaded_image1_1642671792.jpg"
"1740284608-325","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3508376_uploaded_image1_1641305550.jpg"
"1740284611-326","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiots","150 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4997477_uploaded_image1_1729105958.jpg"
"1740284613-327","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiots caniches","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4117078_uploaded_image1_1677779647.jpg"
"1740284616-328","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chien","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1740284618-329","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/husky-blanc-siberie-3515349","Husky blanc sibérie","600 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3515349_uploaded_image1_1641650640.jpg"
"1740284620-330","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiots Bichons Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1740284623-331","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Pitbull","150 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180447_uploaded_image1_1681745968.jpg"
"1740284625-332","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiots Samoyede","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3799036_uploaded_image1_1658767159.jpg"
"1740284627-333","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-malinois-3526946","Chien malinois","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526946_uploaded_image1_1642346487.jpg"
"1740284630-334","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francais-3526979","Chiot Bulldog Français","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526979_uploaded_image1_1642348631.jpg"
"1740284632-335","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3528607","Chiots malinois","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3586169_uploaded_image1_1646072311.jpg"
"1740284635-336","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-male-3532010","Chien Pitbull mâle","110 000 CFA","",""
"1740284637-337","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/dalmatien-3535198","Dalmatien","500 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3535198_uploaded_image2_1642854976.jpeg"
"1740284639-338","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-amstaff-3538182","Chiot Amstaff","150 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3538182_uploaded_image1_1643104371.jpg"
"1740284642-339","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-dogue-allemand-croise-berger-3538695","Chien Dogue Allemand croisé Berger","150 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3538695_uploaded_image1_1643123090.jpg"
"1740284644-340","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-3539780","Chiot Caniche","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3539780_uploaded_image1_1643199203.jpg"
"1740284646-341","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3542781","Chiots berger allemand","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040967_uploaded_image1_1731453566.jpg"
"1740284649-342","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3554069","Chien","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3554069_uploaded_image1_1643979741.jpg"
"1740284651-343","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/femelle-pitt-3555055","Femelle pitt","130 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3555055_uploaded_image1_1644018829.jpg"
"1740284654-344","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-3559497","Chien Rottweiler","200 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3559497_uploaded_image1_1644342610.jpg"
"1740284656-345","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3560042","Chiots malinois","150 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885713_uploaded_image1_1723206642.jpg"
"1740284658-346","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniches-3564716","Caniches","200 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3564716_uploaded_image1_1644653719.jpg"
"1740284661-347","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-husky-berger-3567601","Chien Husky Berger","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3567601_uploaded_image1_1644861792.jpg"
"1740284663-348","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniche-3576029","Caniche","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330813_uploaded_image1_1691723836.jpg"
"1740284665-349","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-3580502","Berger allemand","400 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740284668-350","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-3586169","Chiots Berger Malinois","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3586169_uploaded_image1_1646072311.jpg"
"1740284670-351","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-3588708","Berger allemand femelle","80 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740284673-352","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-croises-3590682","Chiots croisés","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3590682_uploaded_image1_1646255754.jpg"
"1740284675-353","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-male-pitbull-3596319","Chiot mâle Pitbull","120 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3596319_uploaded_image1_1646581647.jpg"
"1740284677-354","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3603083","Chiot Berger Allemand","135 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3737750_uploaded_image1_1654966380.jpg"
"1740284680-355","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3603086","Chiot Husky","600 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3603086_uploaded_image1_1646937069.jpg"
"1740284682-356","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3605422","Chiots bergers allemands","170 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740284684-357","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chien-bichon-maltais-3605748","Chien Bichon Maltais","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3605748_uploaded_image1_1647097502.jpg"
"1740284687-358","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chien-3606222","Chien","150 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1740284689-359","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3609624","Bichon Maltais","200 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3609624_uploaded_image1_1647349943.jpg"
"1740284692-360","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-3620121","Chiot femelle","80 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1740284694-361","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-3620132","Chiot Berger","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1740284696-362","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-dog-allemand-3627007","Chiot dog allemand","650 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3627007_uploaded_image1_1648504683.jpg"
"1740284699-363","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-3627009","Chiots cane corso","650 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3627009_uploaded_image1_1648504752.jpg"
